filiere,etablissement,specialite,code,type_bac,formule_score,score_dernier,_page
111.12,6,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,97
130.07,110,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,97
118.36,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,97
124.51,3,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,36571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﻳﺪﻬﻤﻟﺎﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,97
112.78,6,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,97
123.95,95,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,97
111.14,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,97
105.54,3,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,50571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺲﺑﺎﻘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,97
97.8,5,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,97
108.39,92,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,97
113.54,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,97
97.09,2,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,54571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﻲﻋﺎﻨﺼﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﺑﺮﺠﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,97
102.81,6,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,97
101.56,101,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,97
101.93,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,54571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﻲﻋﺎﻨﺼﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﺑﺮﺠﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,98
-,2,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,56571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻲﻠﺒﻘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,98
76.78,6,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,98
72.37,90,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,98
111.09,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,98
-,3,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,60571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﻲﻋﺎﻨﺼﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﺼﻔﻘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,98
86.87,5,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,98
91.64,92,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,98
103.75,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,98
-,2,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,63571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺭﺯﻮﺘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,98
87.67,4,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,98
76.8,73,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,98
87.3,2,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,98
102.12,2,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,70571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,98
98.6,5,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,98
107.28,92,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,98
107.74,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,98
-,1,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,73571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﻲﻋﺎﻨﺼﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻦﻳﺮﺼﻘﻟﺎﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,98
101.89,3,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,98
86.2,50,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,98
108.47,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,98
-,5,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,75571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺪﻳﺯﻮﺑ ﻱﺪﻴﺴﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ,98
90.48,7,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,98
72.96,110,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,98
107.67,2,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,98
95.44,2,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,80571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﻲﻋﺎﻨﺼﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﺑﻭﺪﻨﺠﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,98
102.25,5,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,80571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﻲﻋﺎﻨﺼﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﺑﻭﺪﻨﺠﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,99
106.01,82,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,99
106.09,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,99
100.39,1,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,82571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻑﺎﻜﻟﺎﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,99
106.13,3,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,99
110.9,55,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,99
101.87,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,99
111.23,2,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,84571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﺟﺎﺒﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,99
107.71,4,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,99
113.59,60,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,99
114.39,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,99
-,2,FG+SP,ﺕﺎﻴﺿﺎﻳﺭ,86571,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﺑﺮﻬﻜﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﻧﺎﻴﻠﺴﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,99
96.36,3,FG+SP,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,99
102.06,50,FG+(SP+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,99
103.19,1,FG+SP,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,99
166.68,45,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,10572,ﺕﻻﺎﺼﺗﻹﺍ ﺔﻤﻈﻧﺃﻭ ﺕﺎﻜﺒﺸﻟﺍ- ﺕﺎﻜﺒﺸﻟﺍ ﺔﻣﻼﺳ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺲﻧﻮﺘﺑ ﺕﻼﺻﺍﻮﻤﻟﺍ ﻲﻓ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ,99
161.01,45,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,99
160.77,31,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,99
171.27,60,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,99
102.84,12,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,50572,ﺕﻻﺎﺼﺗﻹﺍ ﺔﻤﻈﻧﺃﻭ ﺕﺎﻜﺒﺸﻟﺍ- ﺕﺎﻜﺒﺸﻟﺍ ﺔﻣﻼﺳ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺲﺑﺎﻘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,99
113.27,19,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,99
120.72,12,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,99
103.29,24,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,99
152.4,14,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,10573,ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍﻭ ﺓﺭﺎﺷﻹﺍ ﺔﺠﻟﺎﻌﻣ-,ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺭﺎﻨﻤﻟﺍ,99
132.88,22,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,99
150.6,6,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,99
148.69,45,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,99
150.18,14,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,11573,ﺕﻻﺎﺼﺗﻹﺍ-,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺭﺪﺴﻟﺍ ﺝﺮﺒﺑ ﻝﺎﺼﺗﻹﺍﻭ (ﺝﺎﻃﺮﻗ,100
129,20,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,100
152.23,6,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,100
145.57,45,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,100
133.28,13,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,20573,ﺕﻻﺎﺼﺗﻹﺍ-,(ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺕﺭﺰﻨﺒﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,100
119.49,20,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,100
125.98,5,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,100
128.11,39,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,100
124.15,13,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,21573,ﺕﻻﺎﺼﺗﻹﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺮﻃﺎﻤﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,100
116.66,18,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,100
136.48,5,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,100
120.11,45,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,100
138.55,16,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,30573,ﺕﻻﺎﺼﺗﻹﺍ-,ﻭ ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ ﻝﺎﺼﺗﻻﺍ ﺕﺎﻴﺟﻮﻟﻮﻨﻜﺗ (ﺔﺳﻮﺳ,100
120.82,15,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,100
155.93,4,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,100
121.2,30,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,100
139.76,18,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,35573,ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺕﺎﻜﺒﺸﻟﺍ-,ﺕﺎﻴﺿﺎﻳﺮﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺮﻴﺘﺴﻨﻤﻟﺎﺑ,100
125.48,25,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,100
154.63,7,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,100
127.47,49,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,100
132.76,13,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,36573,ﺔﻣﻮﻠﻌﻤﻟﺍ ﻞﻴﻠﺤﺗﻭ ﺔﺠﻟﺎﻌﻣ ﺕﺎﻣﻮﻈﻨﻣ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺪﻬﻤﻟﺎﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ,100
118.1,20,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,100
145.73,5,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,100
121.98,39,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,100
172.77,20,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,40573,ﺕﻻﺎﺼﺗﻹﺍ- ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺕﺎﻜﺒﺸﻟﺍ-,ﻚﻴﻧﻭﺮﺘﻜﻟﻺﻟ ﺔﻴﻨﻃﻮﻟﺍ ﺔﺳﺭﺪﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ ﺕﻻﺎﺼﺗﻹﺍﻭ (ﺲﻗﺎﻔﺻ,100
164.62,20,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,100
173.3,5,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,100
116.76,30,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,40573,ﺕﻻﺎﺼﺗﻹﺍ- ﺀﺎﻴﺷﻷﺍ ﺕﺎﻧﺮﺘﻧﺃﻭ ﺕﺎﻜﺒﺸﻟﺍ-,ﻚﻴﻧﻭﺮﺘﻜﻟﻺﻟ ﺔﻴﻨﻃﻮﻟﺍ ﺔﺳﺭﺪﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ ﺕﻻﺎﺼﺗﻹﺍﻭ (ﺲﻗﺎﻔﺻ,101
90.38,16,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,50573,ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍﻭ ﺓﺭﺎﺷﻹﺍ ﺔﺠﻟﺎﻌﻣ-,ﺎﻳﺪﻴﻤﻴﺘﻠﻤﻟﺍ ﻭ ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ,101
