filiere,etablissement,specialite,code,type_bac,formule_score,score_dernier,_page
100.46,25,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,101
120.07,7,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,101
91.24,49,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,101
-,25,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,54573,ﺕﻻﺎﺼﺗﻹﺍ-,ﺔﻴﻣﻼﻋﻺﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﻦﻴﻧﺪﻤﺑ,101
83.33,60,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,101
96.29,9,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,101
74.23,182,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,101
91.76,16,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,60573,ﺕﻻﺎﺼﺗﻹﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,101
91.35,23,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,101
107.19,6,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,101
79.64,44,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,101
98.43,5,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,73573,ﺕﻻﺎﺼﺗﻹﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻦﻳﺮﺼﻘﻟﺎﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ,101
95.57,18,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,101
96.16,5,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,101
83.31,40,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,101
90.92,36,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,75573,ﺕﻻﺎﺼﺗﻹﺍ-,ﻱﺪﻴﺴﺑ ﺕﺎﻴﻨﻘﺘﻟﺍ ﻭ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﻥﺍﻭﺮﻴﻘﻟﺍ ﺔﻌﻣﺎﺟ)ﺪﻳﺯﻮﺑ,101
74.95,76,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,101
94.32,18,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,101
80.15,148,FG+(M+SP+Algo)/3,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,101
85.8,7,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,34574,ﺞﻴﺴﻨﻟﺍ ﺕﺎﻋﺎﻨﺻ- ﺲﺑﻼﻤﻟﺍ ﺕﺎﻋﺎﻨﺻ- ﺪﻳﻮﺠﺘﻟﺍ ﺕﺎﻋﺎﻨﺻ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻝﻼﻫ ﺮﺼﻗ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,101
72.82,29,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,101
81.62,33,FG+(M+Info)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,101
81.15,60,FG+(M+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,101
97.34,1,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,101
114.06,3,FG+(M+Info)/2,ﺕﺎﻴﺿﺎﻳﺭ,35574,ﺲﺑﻼﻤﻟﺍ ﺕﺎﻋﺎﻨﺻ-,ﺔﺿﻮﻤﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺮﻴﺘﺴﻨﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺮﻴﺘﺴﻨﻤﻟﺎﺑ,102
106.86,25,FG+(M+Info)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,102
78.94,25,FG+(M+Info)/2,ﻑﺮﺼﺗﻭ ﺩﺎﺼﺘﻗﺇ,,,,102
77.51,60,FG+(M+TE)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,102
89.95,1,FG+(M+Algo)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,102
104.17,10,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,40576,ﺔﻴﺟﻮﻟﻮﻨﻜﺗﻮﻴﺒﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺎﻴﺟﻮﻟﻮﻨﻜﺗﻮﻴﺒﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,102
90.57,16,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,102
95.75,15,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,102
106.45,2,FG+(M+SP)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,102
-,5,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,50576,ﺔﻴﺋﺎﻴﻤﻴﻛ ﺔﺳﺪﻨﻫ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺀﺎﻴﻤﻴﻜﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,102
76.92,28,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,102
81.81,20,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,102
80.66,3,FG+(M+SP)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,102
87.7,25,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,40577,ﺔﻴﻋﺎﻨﺼﻟﺍ ﻢﻈﻨﻟﺍ ﺓﺭﺍﺩﺇ- ﺓﺩﻮﺠﻟﺍ ﺓﺭﺍﺩﺇﻭ ﻥﺎﻘﺗﺇ-,ﻲﻋﺎﻨﺼﻟﺍ ﻑﺮﺼﺘﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﻗﺎﻔﺻ ﺔﻌﻣﺎﺟ)ﺲﻗﺎﻔﺼﺑ,102
100.49,31,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,102
105.17,41,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,102
92.01,7,FG+(M+SP)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,102
84.05,22,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,30580,ﻱﺮﺒﻟﺍ ﻞﻘﻨﻟﺍ- ﻱﺮﺤﺒﻟﺍ ﻞﻘﻨﻟﺍ- ﻞﻘﻨﻟﺍ ﺔﻤﻈﻧﺃ ﺔﻧﺎﻴﺻﻭ ﺺﻴﺨﺸﺗ-,ﺔﻴﺘﺴﺟﻮﻠﻟﺍﻭ ﻞﻘﻨﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ,102
100.08,38,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,102
99.31,97,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,102
102.46,2,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,21597,ﺔﻴﺋﺍﺬﻐﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ- ﺔﻴﺋﺎﻴﻤﻴﻜﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺕﺭﺰﻨﺒﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,102
102.67,60,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,102
127.66,1,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,102
100.21,10,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,23597,ﺔﻴﺋﺍﺬﻐﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺔﻴﺒﻴﻠﻘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,102
87.27,75,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,102
117.65,1,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,102
96.41,2,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,24597,ﺔﻴﺋﺍﺬﻐﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ- ﺔﻴﺋﺎﻴﻤﻴﻜﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻥﺍﻮﻏﺰﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,102
95.06,70,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,24597,ﺔﻴﺋﺍﺬﻐﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ- ﺔﻴﺋﺎﻴﻤﻴﻜﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻥﺍﻮﻏﺰﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,103
115.19,1,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
107.6,2,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,34597,ﺔﻴﺋﺎﻴﻤﻴﻜﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻝﻼﻫ ﺮﺼﻗ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,103
97.63,74,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
105.51,1,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
92.39,5,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,40597,ﺔﻴﺋﺍﺬﻐﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ- ﺔﻴﺋﺎﻴﻤﻴﻜﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺲﻗﺎﻔﺼﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,103
95.19,90,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
139.56,1,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
94.35,2,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,50597,ﺔﻴﺋﺎﻴﻤﻴﻜﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺲﺑﺎﻘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,103
77.88,60,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
108.34,1,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
-,8,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,75597,ﺔﻴﺋﺍﺬﻐﻟﺍ ﺐﻴﻟﺎﺳﻷﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻰﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﺪﻳﺯﻮﺑ ﻱﺪﻴﺴﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ,103
90.5,83,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
89.73,1,FG+(M+SP)/2,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
138.02,4,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,10603,ﻂﻴﺤﻤﻟﺍﻭ ﺔﻴﻗﺎﻄﻟﺍ-,ﺕﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻭ ﻡﻮﻠﻌﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺔﻳﺭﺪﺴﻟﺍ ﺝﺮﺒﺑ ﺔﺌﻴﺒﻟﺍ,103
107.08,68,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
123.66,30,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
110.08,4,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,20603,ﻒﻴﻴﻜﺘﻟﺍﻭ ﺪﻳﺮﺒﺘﻟﺍ-,(ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺕﺭﺰﻨﺒﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,103
98.55,54,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
112.01,20,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
132.04,3,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,30603,ﻒﻴﻴﻜﺘﻟﺍﻭ ﺪﻳﺮﺒﺘﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺔﺳﻮﺳ ﺔﻌﻣﺎﺟ)ﺔﺳﻮﺴﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,103
110.34,48,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
125.54,20,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
-,2,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,50603,ﻂﻴﺤﻤﻟﺍﻭ ﺔﻴﻗﺎﻄﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺲﺑﺎﻗ ﺔﻌﻣﺎﺟ)ﺲﺑﺎﻘﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,103
101.2,27,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,103
112.27,10,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,103
-,8,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,60603,ﺔﻴﻗﺎﻄﻟﺍ ﺔﺳﺪﻨﻬﻟﺍ-,(ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,103
81.57,68,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,60603,ﺔﻴﻗﺎﻄﻟﺍ ﺔﺳﺪﻨﻬﻟﺍ-,(ﺔﺼﻔﻗ ﺔﻌﻣﺎﺟ)ﺔﺼﻔﻘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,104
78.29,25,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,104
108.21,5,FG+(M+SP+Info)/3,ﺕﺎﻴﺿﺎﻳﺭ,70603,ﺓﺩﺪﺠﺘﻤﻟﺍ ﺕﺎﻗﺎﻄﻟﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﻥﺍﻭﺮﻴﻘﻟﺎﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ (ﻥﺍﻭﺮﻴﻘﻟﺍ,104
74.92,80,FG+(M+SP+Info)/3,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,104
101.01,32,FG+(M+SP+Info)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,104
112.07,11,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,57604,ﺓﺩﺪﺠﺘﻤﻟﺍ ﺕﺎﻗﺎﻄﻟﺍﻭ ﺔﻳﺭﺍﺮﺤﻟﺍ ﺔﺳﺪﻨﻬﻟﺍ-,ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺕﺎﺳﺍﺭﺪﻠﻟ ﺔﻣﺎﻌﻟﺍ ﺓﺭﺍﺩﻹﺍ)ﻦﻳﻭﺎﻄﺘﺑ (ﺔﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,104
78.21,70,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,104
96.79,26,FG+(M+SP+TE)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,104
106.83,7,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,10629,ﺔﻴﻟﻵﺍﻭ ﺔﻴﻨﻘﺗﻭﺮﻬﻜﻟﺍﻭ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ-,ﺲﻧﻮﺗ ﺔﻌﻣﺎﺟ)ﺲﻧﻮﺘﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ (ﺭﺎﻨﻤﻟﺍ,104
102.47,17,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,104
148.72,63,FG+(M+SP+TE)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,104
107.31,1,FG+(M+SP)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,104
161.96,9,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,11629,ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ-,ﺔﻌﻣﺎﺟ)ﺔﻴﻣﻼﻋﻼﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺭﺎﻨﻤﻟﺍ ﺲﻧﻮﺗ,104
106.89,17,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,104
153.4,60,FG+(M+SP+TE)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,104
189.39,1,FG+(M+SP)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,104
141.72,8,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,12629,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ-,ﺕﺎﻣﻮﻠﻌﻤﻟﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ ﺔﻌﻣﺎﺟ)ﺔﻳﺭﺪﺴﻟﺍ ﺝﺮﺒﺑ ﻝﺎﺼﺗﻹﺍﻭ (ﺝﺎﻃﺮﻗ,104
114.5,23,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,104
135.27,70,FG+(M+SP+TE)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,104
168.2,1,FG+(M+SP)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,104
119.85,9,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,20629,ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ-,(ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺕﺭﺰﻨﺒﺑ ﻡﻮﻠﻌﻟﺍ ﺔﻴﻠﻛ,104
106.72,19,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,104
125.16,60,FG+(M+SP+TE)/3,ﺔﻴﻨﻘﺘﻟﺍ ﻡﻮﻠﻌﻟﺍ,,,,104
118.46,1,FG+(M+SP)/2,ﺔﻴﻣﻼﻋﻹﺍ ﻡﻮﻠﻋ,,,,104
111.43,14,FG+(M+SP)/2,ﺕﺎﻴﺿﺎﻳﺭ,21629,ﺕﺍﺭﺎﻴﺴﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﺇ- ﻲﻋﺎﻨﺼﻟﺍ ﻚﻴﻧﻭﺮﺘﻜﻟﻹﺍ- ﺔﻟﻮﻤﺤﻤﻟﺍ ﻢﻈﻨﻟﺍ- ﺔﻴﻋﺎﻨﺼﻟﺍ ﺔﻴﻣﻼﻋﻹﺍﻭ ﺔﻴﻟﻵﺍ-,ﻭ ﺔﻴﻘﻴﺒﻄﺘﻟﺍ ﻡﻮﻠﻌﻠﻟ ﻲﻟﺎﻌﻟﺍ ﺪﻬﻌﻤﻟﺍ (ﺝﺎﻃﺮﻗ ﺔﻌﻣﺎﺟ)ﺮﻃﺎﻤﺑ ﺎﻴﺟﻮﻟﻮﻨﻜﺘﻟﺍ,104
104.48,27,FG+(M+SP)/2,ﺔﻴﺒﻳﺮﺠﺗ ﻡﻮﻠﻋ,,,,104
